geo,year,freq,sex,unit,TIME_PERIOD,values,time,week,y2020,pop,death.rate,cntry
BE,2006,W,T,NR,2006-W43,1840,2006-W43,43,Y<2020,10511382,175.048342834463,Belgium
BE,2006,W,T,NR,2006-W44,1729,2006-W44,44,Y<2020,10511382,164.488361283036,Belgium
BE,2006,W,T,NR,2006-W45,1826,2006-W45,45,Y<2020,10511382,173.716453269418,Belgium
BE,2006,W,T,NR,2006-W46,1994,2006-W46,46,Y<2020,10511382,189.699128049956,Belgium
BE,2006,W,T,NR,2006-W47,1914,2006-W47,47,Y<2020,10511382,182.088330535414,Belgium
BE,2006,W,T,NR,2006-W48,1908,2006-W48,48,Y<2020,10511382,181.517520721823,Belgium
BE,2006,W,T,NR,2006-W49,1914,2006-W49,49,Y<2020,10511382,182.088330535414,Belgium
BE,2006,W,T,NR,2006-W50,1938,2006-W50,50,Y<2020,10511382,184.371569789776,Belgium
BE,2006,W,T,NR,2006-W51,1980,2006-W51,51,Y<2020,10511382,188.367238484911,Belgium
BE,2006,W,T,NR,2006-W52,2069,2006-W52,52,Y<2020,10511382,196.834250719839,Belgium
BE,2007,W,T,NR,2007-W01,2213,2007-W01,1,Y<2020,10584534,209.078642479678,Belgium
BE,2007,W,T,NR,2007-W02,2197,2007-W02,2,Y<2020,10584534,207.567002949776,Belgium
BE,2007,W,T,NR,2007-W03,2186,2007-W03,3,Y<2020,10584534,206.527750772967,Belgium
BE,2007,W,T,NR,2007-W04,2020,2007-W04,4,Y<2020,10584534,190.844490650226,Belgium
BE,2007,W,T,NR,2007-W05,2115,2007-W05,5,Y<2020,10584534,199.819850359024,Belgium
BE,2007,W,T,NR,2007-W06,2294,2007-W06,6,Y<2020,10584534,216.731317599811,Belgium
BE,2007,W,T,NR,2007-W07,2278,2007-W07,7,Y<2020,10584534,215.219678069908,Belgium
BE,2007,W,T,NR,2007-W08,2325,2007-W08,8,Y<2020,10584534,219.660119188998,Belgium
BE,2007,W,T,NR,2007-W09,2255,2007-W09,9,Y<2020,10584534,213.046696245673,Belgium
BE,2007,W,T,NR,2007-W10,2132,2007-W10,10,Y<2020,10584534,201.425967359546,Belgium
BE,2007,W,T,NR,2007-W11,2015,2007-W11,11,Y<2020,10584534,190.372103297131,Belgium
BE,2007,W,T,NR,2007-W12,1921,2007-W12,12,Y<2020,10584534,181.491221058953,Belgium
BE,2007,W,T,NR,2007-W13,2000,2007-W13,13,Y<2020,10584534,188.954941237848,Belgium
BE,2007,W,T,NR,2007-W14,2028,2007-W14,14,Y<2020,10584534,191.600310415177,Belgium
BE,2007,W,T,NR,2007-W15,1988,2007-W15,15,Y<2020,10584534,187.821211590421,Belgium
BE,2007,W,T,NR,2007-W16,1986,2007-W16,16,Y<2020,10584534,187.632256649183,Belgium
BE,2007,W,T,NR,2007-W17,1915,2007-W17,17,Y<2020,10584534,180.924356235239,Belgium
BE,2007,W,T,NR,2007-W18,1834,2007-W18,18,Y<2020,10584534,173.271681115106,Belgium
BE,2007,W,T,NR,2007-W19,1740,2007-W19,19,Y<2020,10584534,164.390798876927,Belgium
BE,2007,W,T,NR,2007-W20,1820,2007-W20,20,Y<2020,10584534,171.948996526441,Belgium
BE,2007,W,T,NR,2007-W21,1858,2007-W21,21,Y<2020,10584534,175.53914040996,Belgium
BE,2007,W,T,NR,2007-W22,1795,2007-W22,22,Y<2020,10584534,169.587059760968,Belgium
BE,2007,W,T,NR,2007-W23,1931,2007-W23,23,Y<2020,10584534,182.435995765142,Belgium
BE,2007,W,T,NR,2007-W24,1823,2007-W24,24,Y<2020,10584534,172.232428938298,Belgium
BE,2007,W,T,NR,2007-W25,1762,2007-W25,25,Y<2020,10584534,166.469303230544,Belgium
BE,2007,W,T,NR,2007-W26,1731,2007-W26,26,Y<2020,10584534,163.540501641357,Belgium
BE,2007,W,T,NR,2007-W27,1749,2007-W27,27,Y<2020,10584534,165.241096112498,Belgium
BE,2007,W,T,NR,2007-W28,1801,2007-W28,28,Y<2020,10584534,170.153924584682,Belgium
BE,2007,W,T,NR,2007-W29,1900,2007-W29,29,Y<2020,10584534,179.507194175955,Belgium
BE,2007,W,T,NR,2007-W30,1675,2007-W30,30,Y<2020,10584534,158.249763286697,Belgium
BE,2007,W,T,NR,2007-W31,1666,2007-W31,31,Y<2020,10584534,157.399466051127,Belgium
BE,2007,W,T,NR,2007-W32,1733,2007-W32,32,Y<2020,10584534,163.729456582595,Belgium
BE,2007,W,T,NR,2007-W33,1668,2007-W33,33,Y<2020,10584534,157.588420992365,Belgium
BE,2007,W,T,NR,2007-W34,1812,2007-W34,34,Y<2020,10584534,171.19317676149,Belgium
BE,2007,W,T,NR,2007-W35,1684,2007-W35,35,Y<2020,10584534,159.100060522268,Belgium
BE,2007,W,T,NR,2007-W36,1799,2007-W36,36,Y<2020,10584534,169.964969643444,Belgium
BE,2007,W,T,NR,2007-W37,1730,2007-W37,37,Y<2020,10584534,163.446024170738,Belgium
BE,2007,W,T,NR,2007-W38,1817,2007-W38,38,Y<2020,10584534,171.665564114585,Belgium
BE,2007,W,T,NR,2007-W39,1831,2007-W39,39,Y<2020,10584534,172.98824870325,Belgium
BE,2007,W,T,NR,2007-W40,1808,2007-W40,40,Y<2020,10584534,170.815266879014,Belgium
BE,2007,W,T,NR,2007-W41,1873,2007-W41,41,Y<2020,10584534,176.956302469244,Belgium
BE,2007,W,T,NR,2007-W42,1883,2007-W42,42,Y<2020,10584534,177.901077175434,Belgium
BE,2007,W,T,NR,2007-W43,1910,2007-W43,43,Y<2020,10584534,180.451968882144,Belgium
BE,2007,W,T,NR,2007-W44,2032,2007-W44,44,Y<2020,10584534,191.978220297653,Belgium
BE,2007,W,T,NR,2007-W45,2035,2007-W45,45,Y<2020,10584534,192.26165270951,Belgium
BE,2007,W,T,NR,2007-W46,2001,2007-W46,46,Y<2020,10584534,189.049418708467,Belgium
BE,2007,W,T,NR,2007-W47,2119,2007-W47,47,Y<2020,10584534,200.1977602415,Belgium
BE,2007,W,T,NR,2007-W48,2152,2007-W48,48,Y<2020,10584534,203.315516771924,Belgium
BE,2007,W,T,NR,2007-W49,2136,2007-W49,49,Y<2020,10584534,201.803877242021,Belgium
BE,2007,W,T,NR,2007-W50,2107,2007-W50,50,Y<2020,10584534,199.064030594072,Belgium
BE,2007,W,T,NR,2007-W51,2296,2007-W51,51,Y<2020,10584534,216.920272541049,Belgium
BE,2007,W,T,NR,2007-W52,2342,2007-W52,52,Y<2020,10584534,221.26623618952,Belgium
BE,2008,W,T,NR,2008-W01,2407,2008-W01,1,Y<2020,10666866,225.652033127631,Belgium
BE,2008,W,T,NR,2008-W02,2371,2008-W02,2,Y<2020,10666866,222.277096196765,Belgium
BE,2008,W,T,NR,2008-W03,2343,2008-W03,3,Y<2020,10666866,219.652145250536,Belgium
BE,2008,W,T,NR,2008-W04,2207,2008-W04,4,Y<2020,10666866,206.902383511708,Belgium
BE,2008,W,T,NR,2008-W05,2142,2008-W05,5,Y<2020,10666866,200.808747386533,Belgium
BE,2008,W,T,NR,2008-W06,2072,2008-W06,6,Y<2020,10666866,194.24637002096,Belgium
BE,2008,W,T,NR,2008-W07,2156,2008-W07,7,Y<2020,10666866,202.121222859648,Belgium
BE,2008,W,T,NR,2008-W08,2192,2008-W08,8,Y<2020,10666866,205.496159790514,Belgium
BE,2008,W,T,NR,2008-W09,2168,2008-W09,9,Y<2020,10666866,203.246201836603,Belgium
BE,2008,W,T,NR,2008-W10,2056,2008-W10,10,Y<2020,10666866,192.746398051686,Belgium
BE,2008,W,T,NR,2008-W11,2159,2008-W11,11,Y<2020,10666866,202.402467603887,Belgium
BE,2008,W,T,NR,2008-W12,2130,2008-W12,12,Y<2020,10666866,199.683768409578,Belgium
BE,2008,W,T,NR,2008-W13,2150,2008-W13,13,Y<2020,10666866,201.55873337117,Belgium
BE,2008,W,T,NR,2008-W14,2235,2008-W14,14,Y<2020,10666866,209.527334457937,Belgium
BE,2008,W,T,NR,2008-W15,2164,2008-W15,15,Y<2020,10666866,202.871208844285,Belgium
BE,2008,W,T,NR,2008-W16,2136,2008-W16,16,Y<2020,10666866,200.246257898056,Belgium
BE,2008,W,T,NR,2008-W17,2072,2008-W17,17,Y<2020,10666866,194.24637002096,Belgium
BE,2008,W,T,NR,2008-W18,2007,2008-W18,18,Y<2020,10666866,188.152733895785,Belgium
BE,2008,W,T,NR,2008-W19,1981,2008-W19,19,Y<2020,10666866,185.715279445715,Belgium
BE,2008,W,T,NR,2008-W20,2041,2008-W20,20,Y<2020,10666866,191.340174330492,Belgium
BE,2008,W,T,NR,2008-W21,1877,2008-W21,21,Y<2020,10666866,175.965461645436,Belgium
BE,2008,W,T,NR,2008-W22,1808,2008-W22,22,Y<2020,10666866,169.496832527942,Belgium
BE,2008,W,T,NR,2008-W23,1778,2008-W23,23,Y<2020,10666866,166.684385085554,Belgium
BE,2008,W,T,NR,2008-W24,1836,2008-W24,24,Y<2020,10666866,172.121783474171,Belgium
BE,2008,W,T,NR,2008-W25,1853,2008-W25,25,Y<2020,10666866,173.715503691525,Belgium
BE,2008,W,T,NR,2008-W26,1903,2008-W26,26,Y<2020,10666866,178.402916095505,Belgium
BE,2008,W,T,NR,2008-W27,1886,2008-W27,27,Y<2020,10666866,176.809195878152,Belgium
BE,2008,W,T,NR,2008-W28,1792,2008-W28,28,Y<2020,10666866,167.996860558668,Belgium
BE,2008,W,T,NR,2008-W29,1711,2008-W29,29,Y<2020,10666866,160.40325246422,Belgium
BE,2008,W,T,NR,2008-W30,1812,2008-W30,30,Y<2020,10666866,169.871825520261,Belgium
BE,2008,W,T,NR,2008-W31,2060,2008-W31,31,Y<2020,10666866,193.121391044005,Belgium
BE,2008,W,T,NR,2008-W32,1784,2008-W32,32,Y<2020,10666866,167.246874574031,Belgium
BE,2008,W,T,NR,2008-W33,1679,2008-W33,33,Y<2020,10666866,157.403308525672,Belgium
BE,2008,W,T,NR,2008-W34,1729,2008-W34,34,Y<2020,10666866,162.090720929653,Belgium
BE,2008,W,T,NR,2008-W35,1802,2008-W35,35,Y<2020,10666866,168.934343039464,Belgium
BE,2008,W,T,NR,2008-W36,1723,2008-W36,36,Y<2020,10666866,161.528231441175,Belgium
BE,2008,W,T,NR,2008-W37,1736,2008-W37,37,Y<2020,10666866,162.74695866621,Belgium
BE,2008,W,T,NR,2008-W38,1811,2008-W38,38,Y<2020,10666866,169.778077272181,Belgium
BE,2008,W,T,NR,2008-W39,1845,2008-W39,39,Y<2020,10666866,172.965517706888,Belgium
BE,2008,W,T,NR,2008-W40,1846,2008-W40,40,Y<2020,10666866,173.059265954968,Belgium
BE,2008,W,T,NR,2008-W41,1994,2008-W41,41,Y<2020,10666866,186.93400667075,Belgium
BE,2008,W,T,NR,2008-W42,1899,2008-W42,42,Y<2020,10666866,178.027923103187,Belgium
BE,2008,W,T,NR,2008-W43,1893,2008-W43,43,Y<2020,10666866,177.465433614709,Belgium
BE,2008,W,T,NR,2008-W44,1969,2008-W44,44,Y<2020,10666866,184.59030046876,Belgium
BE,2008,W,T,NR,2008-W45,2009,2008-W45,45,Y<2020,10666866,188.340230391945,Belgium
BE,2008,W,T,NR,2008-W46,1957,2008-W46,46,Y<2020,10666866,183.465321491805,Belgium
BE,2008,W,T,NR,2008-W47,1999,2008-W47,47,Y<2020,10666866,187.402747911148,Belgium
BE,2008,W,T,NR,2008-W48,2046,2008-W48,48,Y<2020,10666866,191.80891557089,Belgium
BE,2008,W,T,NR,2008-W49,2169,2008-W49,49,Y<2020,10666866,203.339950084683,Belgium
BE,2008,W,T,NR,2008-W50,2143,2008-W50,50,Y<2020,10666866,200.902495634613,Belgium
BE,2008,W,T,NR,2008-W51,2211,2008-W51,51,Y<2020,10666866,207.277376504027,Belgium
BE,2008,W,T,NR,2008-W52,2217,2008-W52,52,Y<2020,10666866,207.839865992504,Belgium
BE,2009,W,T,NR,2009-W01,2246,2009-W01,1,Y<2020,10753080,208.870388763033,Belgium
BE,2009,W,T,NR,2009-W02,2466,2009-W02,2,Y<2020,10753080,229.329643227801,Belgium
BE,2009,W,T,NR,2009-W03,2635,2009-W03,3,Y<2020,10753080,245.04607052119,Belgium
BE,2009,W,T,NR,2009-W04,2612,2009-W04,4,Y<2020,10753080,242.90714846351,Belgium
BE,2009,W,T,NR,2009-W05,2525,2009-W05,5,Y<2020,10753080,234.816443288807,Belgium
BE,2009,W,T,NR,2009-W06,2601,2009-W06,6,Y<2020,10753080,241.884185740272,Belgium
BE,2009,W,T,NR,2009-W07,2508,2009-W07,7,Y<2020,10753080,233.235500898347,Belgium
BE,2009,W,T,NR,2009-W08,2248,2009-W08,8,Y<2020,10753080,209.05638198544,Belgium
BE,2009,W,T,NR,2009-W09,2319,2009-W09,9,Y<2020,10753080,215.659141380888,Belgium
BE,2009,W,T,NR,2009-W10,2184,2009-W10,10,Y<2020,10753080,203.104598868417,Belgium
BE,2009,W,T,NR,2009-W11,2011,2009-W11,11,Y<2020,10753080,187.016185130214,Belgium
BE,2009,W,T,NR,2009-W12,1969,2009-W12,12,Y<2020,10753080,183.110327459667,Belgium
BE,2009,W,T,NR,2009-W13,1951,2009-W13,13,Y<2020,10753080,181.436388458005,Belgium
BE,2009,W,T,NR,2009-W14,1932,2009-W14,14,Y<2020,10753080,179.669452845138,Belgium
BE,2009,W,T,NR,2009-W15,2008,2009-W15,15,Y<2020,10753080,186.737195296603,Belgium
BE,2009,W,T,NR,2009-W16,1937,2009-W16,16,Y<2020,10753080,180.134435901156,Belgium
BE,2009,W,T,NR,2009-W17,1954,2009-W17,17,Y<2020,10753080,181.715378291615,Belgium
BE,2009,W,T,NR,2009-W18,1869,2009-W18,18,Y<2020,10753080,173.810666339319,Belgium
BE,2009,W,T,NR,2009-W19,1737,2009-W19,19,Y<2020,10753080,161.535113660458,Belgium
BE,2009,W,T,NR,2009-W20,1786,2009-W20,20,Y<2020,10753080,166.091947609429,Belgium
BE,2009,W,T,NR,2009-W21,1834,2009-W21,21,Y<2020,10753080,170.555784947197,Belgium
BE,2009,W,T,NR,2009-W22,1875,2009-W22,22,Y<2020,10753080,174.36864600654,Belgium
BE,2009,W,T,NR,2009-W23,1850,2009-W23,23,Y<2020,10753080,172.043730726452,Belgium
BE,2009,W,T,NR,2009-W24,1877,2009-W24,24,Y<2020,10753080,174.554639228947,Belgium
BE,2009,W,T,NR,2009-W25,1816,2009-W25,25,Y<2020,10753080,168.881845945534,Belgium
BE,2009,W,T,NR,2009-W26,1949,2009-W26,26,Y<2020,10753080,181.250395235598,Belgium
BE,2009,W,T,NR,2009-W27,1944,2009-W27,27,Y<2020,10753080,180.78541217958,Belgium
BE,2009,W,T,NR,2009-W28,1743,2009-W28,28,Y<2020,10753080,162.093093327679,Belgium
BE,2009,W,T,NR,2009-W29,1862,2009-W29,29,Y<2020,10753080,173.159690060894,Belgium
BE,2009,W,T,NR,2009-W30,1761,2009-W30,30,Y<2020,10753080,163.767032329342,Belgium
BE,2009,W,T,NR,2009-W31,1829,2009-W31,31,Y<2020,10753080,170.090801891179,Belgium
BE,2009,W,T,NR,2009-W32,1887,2009-W32,32,Y<2020,10753080,175.484605340981,Belgium
BE,2009,W,T,NR,2009-W33,1724,2009-W33,33,Y<2020,10753080,160.326157714813,Belgium
BE,2009,W,T,NR,2009-W34,1752,2009-W34,34,Y<2020,10753080,162.930062828511,Belgium
BE,2009,W,T,NR,2009-W35,1758,2009-W35,35,Y<2020,10753080,163.488042495731,Belgium
BE,2009,W,T,NR,2009-W36,1783,2009-W36,36,Y<2020,10753080,165.812957775819,Belgium
BE,2009,W,T,NR,2009-W37,1802,2009-W37,37,Y<2020,10753080,167.579893388685,Belgium
BE,2009,W,T,NR,2009-W38,1803,2009-W38,38,Y<2020,10753080,167.672889999888,Belgium
BE,2009,W,T,NR,2009-W39,1843,2009-W39,39,Y<2020,10753080,171.392754448028,Belgium
BE,2009,W,T,NR,2009-W40,1829,2009-W40,40,Y<2020,10753080,170.090801891179,Belgium
BE,2009,W,T,NR,2009-W41,1912,2009-W41,41,Y<2020,10753080,177.809520621069,Belgium
BE,2009,W,T,NR,2009-W42,1872,2009-W42,42,Y<2020,10753080,174.089656172929,Belgium
BE,2009,W,T,NR,2009-W43,2109,2009-W43,43,Y<2020,10753080,196.129853028156,Belgium
BE,2009,W,T,NR,2009-W44,1994,2009-W44,44,Y<2020,10753080,185.435242739755,Belgium
BE,2009,W,T,NR,2009-W45,1982,2009-W45,45,Y<2020,10753080,184.319283405313,Belgium
BE,2009,W,T,NR,2009-W46,1960,2009-W46,46,Y<2020,10753080,182.273357958836,Belgium
BE,2009,W,T,NR,2009-W47,2007,2009-W47,47,Y<2020,10753080,186.6441986854,Belgium
BE,2009,W,T,NR,2009-W48,1970,2009-W48,48,Y<2020,10753080,183.203324070871,Belgium
BE,2009,W,T,NR,2009-W49,1976,2009-W49,49,Y<2020,10753080,183.761303738092,Belgium
BE,2009,W,T,NR,2009-W50,1973,2009-W50,50,Y<2020,10753080,183.482313904481,Belgium
BE,2009,W,T,NR,2009-W51,2063,2009-W51,51,Y<2020,10753080,191.852008912795,Belgium
BE,2009,W,T,NR,2009-W52,2295,2009-W52,52,Y<2020,10753080,213.427222712004,Belgium
BE,2009,W,T,NR,2009-W53,2301,2009-W53,53,Y<2020,10753080,213.985202379225,Belgium
BE,2010,W,T,NR,2010-W01,2280,2010-W01,1,Y<2020,10839905,210.333946653592,Belgium
BE,2010,W,T,NR,2010-W02,2352,2010-W02,2,Y<2020,10839905,216.976071284758,Belgium
BE,2010,W,T,NR,2010-W03,2303,2010-W03,3,Y<2020,10839905,212.455736466325,Belgium
BE,2010,W,T,NR,2010-W04,2226,2010-W04,4,Y<2020,10839905,205.352353180217,Belgium
BE,2010,W,T,NR,2010-W05,2248,2010-W05,5,Y<2020,10839905,207.381891261962,Belgium
BE,2010,W,T,NR,2010-W06,2151,2010-W06,6,Y<2020,10839905,198.433473356086,Belgium
BE,2010,W,T,NR,2010-W07,2260,2010-W07,7,Y<2020,10839905,208.488912033823,Belgium
BE,2010,W,T,NR,2010-W08,2210,2010-W08,8,Y<2020,10839905,203.876325484402,Belgium
BE,2010,W,T,NR,2010-W09,2116,2010-W09,9,Y<2020,10839905,195.204662771491,Belgium
BE,2010,W,T,NR,2010-W10,2144,2010-W10,10,Y<2020,10839905,197.787711239167,Belgium
BE,2010,W,T,NR,2010-W11,2092,2010-W11,11,Y<2020,10839905,192.990621227769,Belgium
BE,2010,W,T,NR,2010-W12,2036,2010-W12,12,Y<2020,10839905,187.824524292418,Belgium
BE,2010,W,T,NR,2010-W13,2024,2010-W13,13,Y<2020,10839905,186.717503520557,Belgium
BE,2010,W,T,NR,2010-W14,1918,2010-W14,14,Y<2020,10839905,176.938820035784,Belgium
BE,2010,W,T,NR,2010-W15,1948,2010-W15,15,Y<2020,10839905,179.706371965437,Belgium
BE,2010,W,T,NR,2010-W16,1929,2010-W16,16,Y<2020,10839905,177.953589076657,Belgium
BE,2010,W,T,NR,2010-W17,1956,2010-W17,17,Y<2020,10839905,180.444385813344,Belgium
BE,2010,W,T,NR,2010-W18,1894,2010-W18,18,Y<2020,10839905,174.724778492062,Belgium
BE,2010,W,T,NR,2010-W19,1967,2010-W19,19,Y<2020,10839905,181.459154854217,Belgium
BE,2010,W,T,NR,2010-W20,1989,2010-W20,20,Y<2020,10839905,183.488692935962,Belgium
BE,2010,W,T,NR,2010-W21,1886,2010-W21,21,Y<2020,10839905,173.986764644155,Belgium
BE,2010,W,T,NR,2010-W22,2029,2010-W22,22,Y<2020,10839905,187.178762175499,Belgium
BE,2010,W,T,NR,2010-W23,1882,2010-W23,23,Y<2020,10839905,173.617757720201,Belgium
BE,2010,W,T,NR,2010-W24,1736,2010-W24,24,Y<2020,10839905,160.149004995892,Belgium
BE,2010,W,T,NR,2010-W25,1961,2010-W25,25,Y<2020,10839905,180.905644468286,Belgium
BE,2010,W,T,NR,2010-W26,2200,2010-W26,26,Y<2020,10839905,202.953808174518,Belgium
BE,2010,W,T,NR,2010-W27,2063,2010-W27,27,Y<2020,10839905,190.315321029105,Belgium
BE,2010,W,T,NR,2010-W28,1871,2010-W28,28,Y<2020,10839905,172.602988679329,Belgium
BE,2010,W,T,NR,2010-W29,1842,2010-W29,29,Y<2020,10839905,169.927688480665,Belgium
BE,2010,W,T,NR,2010-W30,1752,2010-W30,30,Y<2020,10839905,161.625032691707,Belgium
BE,2010,W,T,NR,2010-W31,1785,2010-W31,31,Y<2020,10839905,164.669339814325,Belgium
BE,2010,W,T,NR,2010-W32,1816,2010-W32,32,Y<2020,10839905,167.529143474966,Belgium
BE,2010,W,T,NR,2010-W33,1853,2010-W33,33,Y<2020,10839905,170.942457521537,Belgium
BE,2010,W,T,NR,2010-W34,1798,2010-W34,34,Y<2020,10839905,165.868612317174,Belgium
BE,2010,W,T,NR,2010-W35,1804,2010-W35,35,Y<2020,10839905,166.422122703105,Belgium
BE,2010,W,T,NR,2010-W36,1826,2010-W36,36,Y<2020,10839905,168.45166078485,Belgium
BE,2010,W,T,NR,2010-W37,1911,2010-W37,37,Y<2020,10839905,176.293057918866,Belgium
BE,2010,W,T,NR,2010-W38,1981,2010-W38,38,Y<2020,10839905,182.750679088055,Belgium
BE,2010,W,T,NR,2010-W39,1952,2010-W39,39,Y<2020,10839905,180.075378889391,Belgium
BE,2010,W,T,NR,2010-W40,1955,2010-W40,40,Y<2020,10839905,180.352134082356,Belgium
BE,2010,W,T,NR,2010-W41,1813,2010-W41,41,Y<2020,10839905,167.252388282001,Belgium
BE,2010,W,T,NR,2010-W42,1950,2010-W42,42,Y<2020,10839905,179.890875427414,Belgium
BE,2010,W,T,NR,2010-W43,2005,2010-W43,43,Y<2020,10839905,184.964720631777,Belgium
BE,2010,W,T,NR,2010-W44,1955,2010-W44,44,Y<2020,10839905,180.352134082356,Belgium
BE,2010,W,T,NR,2010-W45,1972,2010-W45,45,Y<2020,10839905,181.920413509159,Belgium
BE,2010,W,T,NR,2010-W46,1925,2010-W46,46,Y<2020,10839905,177.584582152703,Belgium
BE,2010,W,T,NR,2010-W47,1996,2010-W47,47,Y<2020,10839905,184.134455052881,Belgium
BE,2010,W,T,NR,2010-W48,2147,2010-W48,48,Y<2020,10839905,198.064466432132,Belgium
BE,2010,W,T,NR,2010-W49,2172,2010-W49,49,Y<2020,10839905,200.370759706842,Belgium
BE,2010,W,T,NR,2010-W50,2288,2010-W50,50,Y<2020,10839905,211.071960501499,Belgium
BE,2010,W,T,NR,2010-W51,2312,2010-W51,51,Y<2020,10839905,213.286002045221,Belgium
BE,2010,W,T,NR,2010-W52,2311,2010-W52,52,Y<2020,10839905,213.193750314232,Belgium
BE,2011,W,T,NR,2011-W01,2334,2011-W01,1,Y<2020,11000638,212.169512350102,Belgium
BE,2011,W,T,NR,2011-W02,2323,2011-W02,2,Y<2020,11000638,211.169570346738,Belgium
BE,2011,W,T,NR,2011-W03,2191,2011-W03,3,Y<2020,11000638,199.170266306372,Belgium
BE,2011,W,T,NR,2011-W04,2030,2011-W04,4,Y<2020,11000638,184.534751529866,Belgium
BE,2011,W,T,NR,2011-W05,2144,2011-W05,5,Y<2020,11000638,194.897786837454,Belgium
BE,2011,W,T,NR,2011-W06,2066,2011-W06,6,Y<2020,11000638,187.80728899542,Belgium
BE,2011,W,T,NR,2011-W07,2068,2011-W07,7,Y<2020,11000638,187.989096632395,Belgium
BE,2011,W,T,NR,2011-W08,2053,2011-W08,8,Y<2020,11000638,186.625539355081,Belgium
BE,2011,W,T,NR,2011-W09,1972,2011-W09,9,Y<2020,11000638,179.262330057584,Belgium
BE,2011,W,T,NR,2011-W10,2144,2011-W10,10,Y<2020,11000638,194.897786837454,Belgium
BE,2011,W,T,NR,2011-W11,2077,2011-W11,11,Y<2020,11000638,188.807230998784,Belgium
BE,2011,W,T,NR,2011-W12,2049,2011-W12,12,Y<2020,11000638,186.261924081131,Belgium
BE,2011,W,T,NR,2011-W13,2014,2011-W13,13,Y<2020,11000638,183.080290434064,Belgium
BE,2011,W,T,NR,2011-W14,1936,2011-W14,14,Y<2020,11000638,175.98979259203,Belgium
BE,2011,W,T,NR,2011-W15,1898,2011-W15,15,Y<2020,11000638,172.5354474895,Belgium
BE,2011,W,T,NR,2011-W16,2046,2011-W16,16,Y<2020,11000638,185.989212625668,Belgium
BE,2011,W,T,NR,2011-W17,1934,2011-W17,17,Y<2020,11000638,175.807984955054,Belgium
BE,2011,W,T,NR,2011-W18,1882,2011-W18,18,Y<2020,11000638,171.080986393698,Belgium
BE,2011,W,T,NR,2011-W19,1962,2011-W19,19,Y<2020,11000638,178.353291872708,Belgium
BE,2011,W,T,NR,2011-W20,1872,2011-W20,20,Y<2020,11000638,170.171948208822,Belgium
BE,2011,W,T,NR,2011-W21,1959,2011-W21,21,Y<2020,11000638,178.080580417245,Belgium
BE,2011,W,T,NR,2011-W22,1997,2011-W22,22,Y<2020,11000638,181.534925519774,Belgium
BE,2011,W,T,NR,2011-W23,1870,2011-W23,23,Y<2020,11000638,169.990140571847,Belgium
BE,2011,W,T,NR,2011-W24,1888,2011-W24,24,Y<2020,11000638,171.626409304624,Belgium
BE,2011,W,T,NR,2011-W25,1832,2011-W25,25,Y<2020,11000638,166.535795469317,Belgium
BE,2011,W,T,NR,2011-W26,2037,2011-W26,26,Y<2020,11000638,185.171078259279,Belgium
BE,2011,W,T,NR,2011-W27,1970,2011-W27,27,Y<2020,11000638,179.080522420609,Belgium
BE,2011,W,T,NR,2011-W28,1798,2011-W28,28,Y<2020,11000638,163.445065640738,Belgium
BE,2011,W,T,NR,2011-W29,1790,2011-W29,29,Y<2020,11000638,162.717835092837,Belgium
BE,2011,W,T,NR,2011-W30,1777,2011-W30,30,Y<2020,11000638,161.536085452498,Belgium
BE,2011,W,T,NR,2011-W31,1931,2011-W31,31,Y<2020,11000638,175.535273499592,Belgium
BE,2011,W,T,NR,2011-W32,1878,2011-W32,32,Y<2020,11000638,170.717371119748,Belgium
BE,2011,W,T,NR,2011-W33,1770,2011-W33,33,Y<2020,11000638,160.899758723085,Belgium
BE,2011,W,T,NR,2011-W34,1858,2011-W34,34,Y<2020,11000638,168.899294749995,Belgium
BE,2011,W,T,NR,2011-W35,1856,2011-W35,35,Y<2020,11000638,168.71748711302,Belgium
BE,2011,W,T,NR,2011-W36,1832,2011-W36,36,Y<2020,11000638,166.535795469317,Belgium
BE,2011,W,T,NR,2011-W37,1822,2011-W37,37,Y<2020,11000638,165.626757284441,Belgium
BE,2011,W,T,NR,2011-W38,1819,2011-W38,38,Y<2020,11000638,165.354045828978,Belgium
BE,2011,W,T,NR,2011-W39,2015,2011-W39,39,Y<2020,11000638,183.171194252552,Belgium
BE,2011,W,T,NR,2011-W40,1891,2011-W40,40,Y<2020,11000638,171.899120760087,Belgium
BE,2011,W,T,NR,2011-W41,1914,2011-W41,41,Y<2020,11000638,173.989908585302,Belgium
BE,2011,W,T,NR,2011-W42,1930,2011-W42,42,Y<2020,11000638,175.444369681104,Belgium
BE,2011,W,T,NR,2011-W43,2085,2011-W43,43,Y<2020,11000638,189.534461546685,Belgium
BE,2011,W,T,NR,2011-W44,2116,2011-W44,44,Y<2020,11000638,192.352479919801,Belgium
BE,2011,W,T,NR,2011-W45,1937,2011-W45,45,Y<2020,11000638,176.080696410517,Belgium
BE,2011,W,T,NR,2011-W46,2077,2011-W46,46,Y<2020,11000638,188.807230998784,Belgium
BE,2011,W,T,NR,2011-W47,2027,2011-W47,47,Y<2020,11000638,184.262040074403,Belgium
BE,2011,W,T,NR,2011-W48,2159,2011-W48,48,Y<2020,11000638,196.261344114769,Belgium
BE,2011,W,T,NR,2011-W49,2182,2011-W49,49,Y<2020,11000638,198.352131939984,Belgium
